Type,Subject,Skill,Taught in year,Level (1-5),Item,Question or text,Choices,Correct answer,Explanation,Reviewer: OK? (Y/N),Reviewer: notes
Question,english,Tricky Spellings,6,2,spelling-words#amateur,Which spelling is correct?,amateur | amature | amatuer,amateur,"amateur: It ends in -eur, like ""chauffeur"".",,
Question,english,Tricky Spellings,6,2,spelling-words#ancient,Which spelling is correct?,ancient | anceint | ancint,ancient,"ancient: The ""sh"" sound is spelt ""ci"": an-ci-ent.",,
Question,english,Tricky Spellings,6,2,spelling-words#attached,Which spelling is correct?,attached | attatched | atached,attached,"attached: Double ""t"", then -ached.",,
Question,english,Tricky Spellings,6,2,spelling-words#available,Which spelling is correct?,available | availible | avaliable,available,available: avail + able.,,
Question,english,Tricky Spellings,6,2,spelling-words#awkward,Which spelling is correct?,awkward | awkard | awkword,awkward,awkward: awk + ward.,,
Question,english,Tricky Spellings,6,2,spelling-words#category,Which spelling is correct?,category | catagory | categary,category,category: cat-e-gory.,,
Question,english,Tricky Spellings,6,2,spelling-words#community,Which spelling is correct?,community | comunity | communitty,community,"community: Double ""m"", single ""t"".",,
Question,english,Tricky Spellings,6,2,spelling-words#competition,Which spelling is correct?,competition | competision | compitition,competition,"competition: Think of ""compete"": compet-ition.",,
Question,english,Tricky Spellings,6,2,spelling-words#dictionary,Which spelling is correct?,dictionary | dictionery | dictionairy,dictionary,dictionary: diction + ary.,,
Question,english,Tricky Spellings,6,2,spelling-words#excellent,Which spelling is correct?,excellent | excelent | exellent,excellent,"excellent: It has ""exc"" and double ""l"".",,
Question,english,Tricky Spellings,6,2,spelling-words#familiar,Which spelling is correct?,familiar | familar | familier,familiar,"familiar: Think of ""family"": famil-i-ar.",,
Question,english,Tricky Spellings,6,2,spelling-words#foreign,Which spelling is correct?,foreign | foriegn | forein,foreign,"foreign: It has ""ei"" and a silent ""g"": for-eig-n.",,
Question,english,Tricky Spellings,6,2,spelling-words#frequently,Which spelling is correct?,frequently | frequantly | freqently,frequently,frequently: frequent + ly.,,
Question,english,Tricky Spellings,6,2,spelling-words#government,Which spelling is correct?,government | goverment | govenment,government,"government: govern + ment: don't forget the ""n"".",,
Question,english,Tricky Spellings,6,2,spelling-words#interfere,Which spelling is correct?,interfere | interfear | interfer,interfere,interfere: inter + fere.,,
Question,english,Tricky Spellings,6,2,spelling-words#occupy,Which spelling is correct?,occupy | ocupy | occuppy,occupy,"occupy: Double ""c"", single ""p"".",,
Question,english,Tricky Spellings,6,2,spelling-words#persuade,Which spelling is correct?,persuade | pursuade | persuaid,persuade,"persuade: It starts with ""per"".",,
Question,english,Tricky Spellings,6,2,spelling-words#physical,Which spelling is correct?,physical | phisical | physicle,physical,"physical: The ""f"" sound is ""ph"" and it uses ""y"".",,
Question,english,Tricky Spellings,6,2,spelling-words#signature,Which spelling is correct?,signature | signiture | signatuer,signature,"signature: Think of ""sign"": sign-a-ture.",,
Question,english,Tricky Spellings,6,2,spelling-words#temperature,Which spelling is correct?,temperature | temprature | temperture,temperature,temperature: Say every part: tem-per-a-ture.,,
Question,english,Tricky Spellings,6,2,spelling-words#vehicle,Which spelling is correct?,vehicle | vehical | veicle,vehicle,"vehicle: It has a silent ""h"" and ends in -icle.",,
Question,english,Tricky Spellings,6,3,spelling-words#accompany,Which spelling is correct?,accompany | acompany | accompeny,accompany,"accompany: Double ""c"": ac + company.",,
Question,english,Tricky Spellings,6,3,spelling-words#according,Which spelling is correct?,according | acording | accourding,according,"according: Double ""c"": ac + cord + ing.",,
Question,english,Tricky Spellings,6,3,spelling-words#apparent,Which spelling is correct?,apparent | apparant | aparent,apparent,"apparent: Double ""p"", and it ends in -ent.",,
Question,english,Tricky Spellings,6,3,spelling-words#appreciate,Which spelling is correct?,appreciate | apreciate | appreshiate,appreciate,"appreciate: Double ""p"", and the ""sh"" sound is spelt ""ci"".",,
Question,english,Tricky Spellings,6,3,spelling-words#communicate,Which spelling is correct?,communicate | comunicate | communecate,communicate,"communicate: Double ""m"".",,
Question,english,Tricky Spellings,6,3,spelling-words#correspond,Which spelling is correct?,correspond | corespond | correspund,correspond,"correspond: Double ""r"": cor + respond.",,
Question,english,Tricky Spellings,6,3,spelling-words#criticise,Which spelling is correct?,criticise | critisise | critticise,criticise,criticise: critic + ise.,,
Question,english,Tricky Spellings,6,3,spelling-words#curiosity,Which spelling is correct?,curiosity | curiousity | curiosaty,curiosity,"curiosity: The ""u"" from ""curious"" is dropped.",,
Question,english,Tricky Spellings,6,3,spelling-words#definite,Which spelling is correct?,definite | definate | definit,definite,"definite: There is ""finite"" inside definite.",,
Question,english,Tricky Spellings,6,3,spelling-words#desperate,Which spelling is correct?,desperate | desparate | desprate,desperate,desperate: des-per-ate.,,
Question,english,Tricky Spellings,6,3,spelling-words#determined,Which spelling is correct?,determined | determind | determened,determined,determined: determine + d.,,
Question,english,Tricky Spellings,6,3,spelling-words#environment,Which spelling is correct?,environment | enviroment | environmant,environment,"environment: There is ""iron"" in the middle: env-iron-ment.",,
Question,english,Tricky Spellings,6,3,spelling-words#equipment,Which spelling is correct?,equipment | equiptment | equippment,equipment,"equipment: equip + ment: no ""t"" before -ment and only one ""p"".",,
Question,english,Tricky Spellings,6,3,spelling-words#explanation,Which spelling is correct?,explanation | explaination | explanasion,explanation,"explanation: Unlike ""explain"", there is no ""i"" after the ""a"".",,
Question,english,Tricky Spellings,6,3,spelling-words#individual,Which spelling is correct?,individual | individule | indivdual,individual,individual: in-di-vid-u-al.,,
Question,english,Tricky Spellings,6,3,spelling-words#leisure,Which spelling is correct?,leisure | liesure | leasure,leisure,"leisure: It has ""ei"", and the ""s"" sounds like the ""s"" in ""treasure"".",,
Question,english,Tricky Spellings,6,3,spelling-words#lightning,Which spelling is correct?,lightning | litening | lightnig,lightning,"lightning: Lightning in a storm has no ""e"". (""Lightening"" means making lighter.)",,
Question,english,Tricky Spellings,6,3,spelling-words#neighbour,Which spelling is correct?,neighbour | nieghbour | neighbur,neighbour,"neighbour: It starts with ""neigh"", like a horse.",,
Question,english,Tricky Spellings,6,3,spelling-words#profession,Which spelling is correct?,profession | proffession | profesion,profession,"profession: One ""f"", double ""s"".",,
Question,english,Tricky Spellings,6,3,spelling-words#programme,Which spelling is correct?,programme | programe | progamme,programme,"programme: In British English a TV programme has ""mme"" at the end.",,
Question,english,Tricky Spellings,6,3,spelling-words#recognise,Which spelling is correct?,recognise | reconise | recognice,recognise,"recognise: There is a ""g"" in the middle: re-cog-nise.",,
Question,english,Tricky Spellings,6,3,spelling-words#sacrifice,Which spelling is correct?,sacrifice | sacrafice | sacrifise,sacrifice,sacrifice: sac-ri-fice.,,
Question,english,Tricky Spellings,6,3,spelling-words#secretary,Which spelling is correct?,secretary | secretery | secertary,secretary,"secretary: There is a ""secret"" in secretary.",,
Question,english,Tricky Spellings,6,3,spelling-words#sincerely,Which spelling is correct?,sincerely | sincerly | sincerley,sincerely,"sincerely: sincere + ly: keep the ""e"".",,
Question,english,Tricky Spellings,6,3,spelling-words#sufficient,Which spelling is correct?,sufficient | sufficiant | suficient,sufficient,"sufficient: Double ""f"" and it ends in -cient.",,
Question,english,Tricky Spellings,6,3,spelling-words#twelfth,Which spelling is correct?,twelfth | twelth | twelveth,twelfth,"twelfth: Don't forget the ""f"": twel-f-th.",,
Question,english,Tricky Spellings,6,4,spelling-words#aggressive,Which spelling is correct?,aggressive | agressive | aggresive,aggressive,"aggressive: Double ""g"" and double ""s"".",,
Question,english,Tricky Spellings,6,4,spelling-words#cemetery,Which spelling is correct?,cemetery | cemetary | cemitery,cemetery,"cemetery: Three ""e""s: c-e-m-e-t-e-ry.",,
Question,english,Tricky Spellings,6,4,spelling-words#committee,Which spelling is correct?,committee | commitee | comittee,committee,"committee: Double ""m"", double ""t"", double ""e"".",,
Question,english,Tricky Spellings,6,4,spelling-words#conscious,Which spelling is correct?,conscious | concious | consious,conscious,"conscious: It contains ""sc"" and ""ci"": con-sc-ious.",,
